query,position,title,body,posted,source,link
Inicio,34,"San Vicente celebra el inicio del 50º Aniversario de las Fiestas de Moros y 
Cristianos con una emotiva Gala","El pasado sábado, 19 de octubre, San Vicente del Raspeig dio inicio a la 
celebración del 50º Aniversario de las Fiestas de Moros y...",hace 8 horas,Somos L'Alacantí,https://somoslalacanti.com/2024/10/21/noticias-san-vicente-del-raspeig/san-vicente-celebra-el-inicio-del-50o-aniversario-de-las-fiestas-de-moros-y-cristianos-con-una-emotiva-gala/
Inicio,35,Universitarios malagueños en UDISUR,"Portal de la Iglesia Católica de Málaga (España), cuyo objetivo es servir 
de canal de información y de acceso a los servicios que presta la...",hace 4 horas,Diócesis de Málaga,https://www.diocesismalaga.es/pagina-de-inicio/2014059855/universitarios-malaguenos-en-udisur/
Inicio,36,"""El inicio fue bueno, gané seis o siete posiciones, pero luego no pude 
mantener el ritmo"" - Fabio Quartararo.","Aunque se sorprendió gratamente por algunos aspectos de la carrera del 
domingo en Australia, Fabio Quartararo no escapó a algunos problemas...",hace 3 horas,Motorcycle Sports,https://motorcyclesports.net/es/el-inicio-fue-bueno-gane-seis-o-siete-posiciones-pero-luego-no-pude-mantener-el-ritmo-fabio-quartararo/
Inicio,37,El delegado de Liturgia participa en las jornadas nacionales,"Portal de la Iglesia Católica de Málaga (España), cuyo objetivo es servir 
de canal de información y de acceso a los servicios que presta la...",hace 7 horas,Diócesis de Málaga,https://www.diocesismalaga.es/pagina-de-inicio/2014059854/el-delegado-de-liturgia-participa-en-las-jornadas-nacionales/
Inicio,38,Estos son los centros de salud donde más se vacuna contra la gripe en Aragón,"Un informe de la Dirección General de Salud Pública recoge la cobertura que 
se alcanzó por sectores y zonas básicas de salud en la temporada...",hace 3 horas,heraldo.es,https://www.heraldo.es/noticias/aragon/2024/10/21/centros-salud-vacuna-gripe-aragon-1771376.html
Inicio,39,"DAX-FLASH: El Dax se acerca a los 20.000 puntos antes de un inicio 
ligeramente más débil","FRANKFURT (dpa-AFX) - Es poco probable que el DAX dé otro paso hacia la 
marca de los 20.000 puntos el lunes. El broker IG situó el índice...",hace 9 horas,es.marketscreener.com,https://es.marketscreener.com/cotizacion/indice/DAX-7395/noticia/DAX-FLASH-El-Dax-se-acerca-a-los-20-000-puntos-antes-de-un-inicio-ligeramente-m-s-debil-48115727/
Inicio,40,El típico inicio del Pescados Rubén Burela en Primera,"Solo en dos de sus nueve temporadas en la élite del fútbol sala sumó algún 
triunfo en las dos primeras jornadas.",hace 11 horas,La Voz de Galicia,https://www.lavozdegalicia.es/noticia/amarina/burela/2024/10/21/tipico-inicio-burela-primera/0003_202410X21C6991.htm
Inicio,41,"Plasencia da inicio a su primera Semana de la Salud con una amplia 
colaboración institucional","Hoy ha comenzado la primera Semana de la Salud en Plasencia, una iniciativa 
impulsada por el Ayuntamiento en colaboración con el área de...",hace 43 minutos,Directo Extremadura,http://www.directoextremadura.com/noticias_ciudad/2024-10-21/1480/5631/plasencia-da-inicio-a-su-primera-semana-de-la-salud-con-una-amplia-colaboracin-institucional.html
Inicio,42,Todo listo para el inicio en Cali de la COP16,"El canciller colombiano, Luis Gilberto Murillo, se manifestó este domingo 
complacido por el arribo por primera vez de 14 jefes de Estado,...",hace 18 horas,ANSA Brasil,https://ansabrasil.com.br/americalatina/noticia/latinoamerica/2024/10/20/todo-listo-para-su-inicio-en-cali-de-la-cop16_77a58c9f-d591-48d1-b728-7484046a3be4.html
Inicio,43,"La necesidad de hablar del ""trabajo decente"" marca el inicio de un nuevo 
curso del Aula de la Doctrina Social de la Iglesia en Aranda","Los encuentros volverán a celebrarse los terceros lunes de cada mes hasta 
junio de 2025.",hace 19 horas,Cadena SER,https://cadenaser.com/castillayleon/2024/10/20/la-necesidad-de-hablar-del-trabajo-decente-marca-el-inicio-de-un-nuevo-curso-del-aula-de-la-doctrina-social-de-la-iglesia-en-aranda-radio-aranda/
Inicio,44,"Steam Next Fest: The Stone of Madness, el inicio de la locura","La demo de The Stone of Madness sirve de preludio para lo que será la 
entrega completa que estará llegando a inicios de 2025.",hace 17 horas,Akihabara Blues,https://akihabarablues.com/steam-next-fest-the-stone-of-madness-el-inicio-de-la-locura/
Inicio,45,"El CD Guijuelo vuelve a perder: «Está siendo un inicio duro no, durísimo»","El conjunto salmantino perdió por la mínima ante la SD Compostela y de 
penalti. Mario Sánchez reflexiona sobre lo ocurrido.",hace 22 horas,Salamancahoy,https://www.salamancahoy.es/deportes/cd-guijuelo/guijuelo-vuelve-perder-inicio-duro-durisimo-20241020183119-nt.html
Inicio,46,"Santoral del 21 de octubre, qué santos celebramos en este inicio de semana","Buenas acciones, sacrificios mortales e incluso sucesos inexplicables 
surgidos por una aparente divinidad, son las razones por las que...",hace 34 minutos,Infobae,https://www.infobae.com/noticias/2024/10/21/santoral-que-santos-se-festejan-este-21-de-octubre/
Inicio,47,El FC Barcelona alcanza su mejor inicio goleador en LaLiga desde la 2012/13,"El FC Barcelona consiguió ante el Sevilla su quinta goleada en LaLiga 
(5-1). Con la 'manita' a los hispalenses, los de Hansi Flick llegaron...",hace 14 horas,FC Barcelona Noticias,https://www.fcbarcelonanoticias.com/laliga/fc-barcelona-alcanza-mejor-inicio-goleador-laliga-2012-13_308048_102.html
Inicio,48,"Obras en San José, Miralbueno, Casco Histórico y Delicias complican el 
tráfico en el inicio de la semana","Trabajos para mejorar viales y tuberías afectarán a la avenida de San José 
y al paseo de Isabel la Católica, en cruce con Manuel Lasala.",hace 11 horas,heraldo.es,https://www.heraldo.es/noticias/aragon/zaragoza/2024/10/21/obras-en-san-jose-miralbueno-casco-historico-y-delicias-complican-el-trafico-en-el-inicio-de-la-semana-1771322.html
Inicio,49,"Telecinco toma medidas tras su peor inicio de temporada de la historia: 
cinco estrenos 'estrella'","Telecinco firmó en septiembre su peor arranque de temporada de la historia. 
La cadena promedió un 9,5% de cuota de pantalla, frente al 9,7%...",hace 16 horas,Mundo Deportivo,https://www.mundodeportivo.com/elotromundo/television/20241020/1002337377/telecinco-toma-medidas-peor-inicio-temporada-historia-cinco-estrenos-estrella-dct.html
Inicio,50,"Ávila se prepara para un inicio de semana con temperaturas estables y 
vientos suaves","La ciudad de Ávila experimentará un inicio de semana con temperaturas 
estables y condiciones meteorológicas mayormente nubladas.",Hace 1 día,El Tiempo,https://www.eltiempo.es/noticias/avila-se-prepara-para-un-inicio-de-semana-con-temperaturas-estables-y-vientos-suaves
Inicio,51,El sobresaliente inicio del Deza CBM en División de Honor Plata,"El conjunto de Benito Puerto ha logrado cinco victorias en las cinco 
primeras jornadas regulares, consolidando el crecimiento del club...",hace 20 horas,elDiario.es,https://cordopolis.eldiario.es/deportes/balonmano/sobresaliente-inicio-deza-cbm-division-honor-plata_1_11748608.html
Inicio,52,Toledo se prepara para un inicio de semana con temperaturas de hasta 24°C,"La probabilidad de lluvia se mantiene baja, con un máximo del 30% durante 
los próximos días.",Hace 1 día,El Tiempo,https://www.eltiempo.es/noticias/toledo-se-prepara-para-un-inicio-de-semana-con-temperaturas-de-hasta-24c
Inicio,53,Kwizera sigue dominando en el regreso del cross en Zornotza,"Rodrigue Kwizera completó en la carrera masculina el doblete de Burundi en 
70 Cross Internacional de Zornotza, carrera de categoría 'Gold',...",hace 23 horas,Runner's World,https://www.runnersworld.com/es/noticias-running/a62660577/rodrigue-kwizera-sigue-dominando-cross-zornotza/
Inicio,54,Navia pisa el acelerador ante el inminente inicio de obras de 160 viviendas,"La ampliación del polígono residencial de Navia ha sufrido un intenso tirón 
en los últimos dos años, con una treintena de contratos puestos...",Hace 3 días,VigoÉ,https://www.vigoe.es/vigo/local/navia-pisa-el-acelerador-ante-el-inminente-inicio-de-obras-de-160-viviendas/
Inicio,55,"Cooper anota en su debut con Bills y Allen se sacude incierto inicio en 
paliza 34-10 sobre Titans","Amari Cooper anotó el touchdown de la ventaja en su presentación con 
Buffalo y Josh Allen se recuperó de un incierto inicio en la primera...",hace 17 horas,Independent en Español,https://www.independentespanol.com/deportes/cooper-anota-en-su-debut-con-bills-y-allen-se-sacude-incierto-inicio-en-paliza-3410-sobre-titans-b2632491.html
Inicio,56,"Un inicio de semana con Mateo, Jesús Rodríguez y Vitor Roque","La semana de entrenamientos del Real Betis ha comenzado este lunes en la 
Ciudad Deportiva Luis de Sol con algunos nombres propios.",hace 3 horas,ElDesmarque,https://www.eldesmarque.com/futbol/real-betis/20241021/inicio-semana-betis-mateo-jesus-rodriguez-vitor-roque_300478495.html
Inicio,57,El Real Teatro de Las Cortes da inicio a su temporada con la obra 'Cádiz',"La Temporada de Otoño del Real Teatro de Las Cortes de San Fernando comenzó 
con éxito con la obra de teatro 'Cádiz', que consiguió vender.",hace 16 horas,Portal de Cádiz,https://www.portaldecadiz.com/mas-de-cadiz/cultura/114956-el-real-teatro-de-las-cortes-da-inicio-a-su-temporada-con-la-obra-cadiz
Inicio,58,"FOTOGALERÍA | Inicio de las obras de demolición y urbanización en la calle 
de Sant Pere","Este pasado sábado, 19 de octubre, comenzaron las obras de demolición y 
urbanización del proyecto que transformará el ámbito de la calle de...",Hace 1 día,MónTerrassa,https://monterrassa.cat/es/general-es/fotogaleria-inicio-de-las-obras-de-demolicion-y-urbanizacion-en-la-calle-de-sant-pere-426226/
Inicio,59,¿El inicio de la transformación de la C-31 en Calafell y Segur?,"En los últimos días se realizan trabajos en la C-31 en Calafell junto a la 
rotonda de la Cruz Roja para habilitar un paso de cebra que...",Hace 3 días,Diari de Tarragona,https://www.diaridetarragona.com/costa/el-inicio-de-la-transformacion-de-la-c-31-en-calafell-y-segur-JO21493930
Inicio,60,"Max Strus se perderá el inicio de campaña de Cleveland Cavaliers tras 
lesionrse el tobillo","El alero de los Cleveland Cavaliers, Max Strus, estará fuera por al menos 
seis semanas tras sufrir un esguince en el tobillo derecho durante...",Hace 1 día,Blog de Basket,https://www.blogdebasket.com/2024/10/20/max-strus-perdera-inicio-campana-cleveland-cavaliers-lesionrse-tobillo
Para ti,1,"Consejos de experto para Laura Escanes (y para ti) si quieres empezar a 
correr hoy mismo","Por dentro y por fuera. Este nuevo curso, Laura Escanes se ha propuesto 
cuidarse. Por eso, además de poner en orden su tocador y...",hace 3 horas,¡HOLA!,https://www.hola.com/belleza/20241021725245/laura-escanes-ejercicio-en-forma-salir-a-correr-consejos-expertos/
Para ti,2,Guía de compra Kindle: descubre el Kindle perfecto para ti,Conoce la nueva gama de dispositivos Kindle de Amazon.,Hace 4 días,Sobre Amazon Espana,https://www.aboutamazon.es/noticias/dispositivos/guia-de-compra-kindle-descubre-el-kindle-perfecto-para-ti
Para ti,3,«Mil rosas para ti»: mis recuerdos madrileños de La Oreja de Van Gogh,"Ahora que la banda y Leire separan sus caminos, confirmamos que hay 
instantes que se quedan grabados como una fotografía.",Hace 1 día,La Razón,https://www.larazon.es/madrid/mil-rosas-mis-recuerdos-madrilenos-oreja-van-gogh_2024102067145464afcb530001bbf1ec.html
Para ti,4,Pulso del Mercado: un nuevo boletín de CriptoNoticias para ti,"Bitcoiner, te traemos buenas cripto-noticias. Para continuar con nuestro 
objetivo de empoderarte con información precisa y de valor sobre...",Hace 2 días,CriptoNoticias,https://www.criptonoticias.com/comunidad/pulso-del-mercado-nuevo-boletin-criptonoticias-para-ti/
Para ti,5,"Forrest, MVP azulgrana del Barcelona-Baskonia. ¿Quién ha sido el mejor para 
ti? Vota aquí","Excelente dirección de partido a cargo del entrenador vitoriano. Manejó con 
sabiduría a su corta plantilla con Ndiaye como titular y la baza...",hace 19 horas,El Correo,https://www.elcorreo.com/baskonia/forrest-mvp-azulgrana-barcelonabaskonia-mejor-vota-20241020212703-nt.html
Para ti,6,Automatización en CRM: Cómo hacer que tu CRM trabaje para ti,"La automatización de procesos en un sistema de CRM (Customer Relationship 
Management) ha revolucionado la forma en que las empresas...",Hace 6 días,Puro Marketing,https://www.puromarketing.com/20/214433/automatizacion-crm-como-hacer-trabaje-para
Para ti,7,"Si tienes conciencia ecológica, este Kia es para ti","Kia utiliza plásticos reciclados en más de 30 elementos de sus coches, que 
se producen a partir de redes y botellas recuperadas del mar.",Hace 2 días,Motor16,https://www.motor16.com/noticias/tienes-conciencia-ecologica-kia-para-ti/
Para ti,8,"Mabel Lozano: ""El humor no cura, pero es estupendo para ti y para los que 
conviven con una persona con esta enfermedad""","La cineasta acaba de presentar 'Lola, Lolita, Lolaza', un cortometraje ﻿de 
animación en el que relata en primera persona y a través del...",Hace 4 días,Harper's BAZAAR,https://www.harpersbazaar.com/es/famosas/el-estilo-de/a60926324/cancer-mama-mabel-lozano-corto-animacion-humor/
Para ti,9,"10 aplicaciones nuevas y gratuitas para Android que se merecen una 
oportunidad","Cada semana llegan a la Google Play Store nuevas aplicaciones gratuitas de 
todo tipo y para que no tengas que ir probando una a una para...",Hace 1 día,La Vanguardia,https://www.lavanguardia.com/andro4all/aplicaciones-gratis/10-aplicaciones-nuevas-y-gratuitas-para-android-que-se-merecen-una-oportunidad
Para ti,10,"La broma a Carlos Sobera sobre Euskadi: «Siendo vasco para ti es una llave 
de bolsillo…»","El presentador de televisión recordó en una entrevista en el podcast 'A la 
bravas' el reconocimiento que le hizo el Ayuntamiento de Madrid...",Hace 6 días,El Diario Vasco,https://www.diariovasco.com/sociedad/carlos-sobera-euskadi-llave-madrid-20241015112711-nt.html
Para ti,11,Obama tiene dos preguntas para ti,"La implicación frenética de Obama en la campaña de Kamala Harris es una 
señal de que Trump puede ganar. Y el tono de decencia desesperada...",Hace 6 días,Diari ARA,https://es.ara.cat/opinion/obama-preguntas_129_5169502.html
Para ti,12,"""Para ti eso es calderilla"": el millonario patrimonio de Maldini que deja a 
cuadros a Broncano en 'La revuelta'","El periodista deportivo se atrevió a responder a las preguntas clásicas del 
programa, revelando a David la cuantiosa cantidad de dinero que...",Hace 5 días,El Confidencial,https://www.elconfidencial.com/television/programas-tv/2024-10-16/millonario-patrimonio-maldini-cuadros-broncano-la-revuelta_3983993/
Para ti,13,"La artista andaluza Marifé de Triana, en ""Canto para ti""","Canal Sur TV | Domingo, 15:30 h.Se trata de una cinta rodada durante la 
época más oscura de la postguerra, cuyo titulo ayudó a popularizar a...",Hace 3 semanas,Canal Sur,https://www.canalsur.es/rtva/la-artista-andaluza-marife-de-triana-en-canto-para-ti/2081800.html
Para ti,14,Y lo mismo para ti,"Hanna Herzog es una mujer en la cincuentena que trabaja en una empresa de 
moda y es respetada por todos por su competencia y buen hacer.",Hace 1 semana,RTVE.es,https://www.rtve.es/play/videos/cine-internacional/mismo-para/6845066/
Para ti,15,¿Boda a la vista? Luciano Pereyra y Julia Rezzuto: 6 años de amor,"El cantante habló sobre su relación con Julia Rezzuto y sus planes de boda 
en La Noche de Mirtha…",hace 5 minutos,Revista Para Ti,https://www.parati.com.ar/news/boda-a-la-vista-luciano-pereyra-y-julia-rezzuto-6-anos-de-amor/
Para ti,16,Tu horóscopo diario: domingo 20 de octubre de 2024,"Esta es la predicción del horóscopo por signo del zodiaco para el domingo 
20 de octubre de 2024. Consulta tu signo en 20minutos.es.",Hace 1 día,20Minutos,https://www.20minutos.es/noticia/5645657/0/horoscopo-domingo-20-octubre-2024/
Para ti,17,Gratis: la Epic Games Store tiene 2 juegos nuevos para ti desde hoy,Disfruta un título de aventura y otro con toques de estrategia y simulación.,Hace 3 días,LEVELUP,https://www.levelup.com/noticias/807840/Gratis-la-Epic-Games-Store-tiene-2-juegos-nuevos-para-ti-desde-hoy
Para ti,18,"Uno a uno del Bilbao Basket: Kullamae, el mejor. ¿Y para ti quién ha sido 
el más destacado?","Uno a uno del Bilbao Basket: Kullamae, el mejor. ¿Y para ti quién ha sido 
el más destacado?",Hace 4 días,El Correo,https://www.elcorreo.com/bilbaobasket/bilbao-basket-kullamae-mejor-destacado-20241016201814-nt.html
