query,position,title,body,posted,source,link
español,10,"La UCA oferta seis plazas para lectorado de español en Kazajistán, 
Kirguistán, Uzbekistán y en Ucrania (online)","Los lectorados cuentan con una bolsa de viaje de 2.000 euros y un sueldo 
mensual competitivo, que se ajusta al nivel de vida local y, en algunos 
destinos, las...",15 jul 2024,Universidad de Cádiz,https://www.uca.es/noticia/la-uca-oferta-seis-plazas-para-lectorado-de-espanol-en-kazajistan-kirguistan-uzbekistan-y-en-ucrania-online/
source,1,"Unió de Pagesos, el ‘lobby’ más activo ante la Generalitat","El registro público de grupos de interés recoge, durante la pasada 
legislatura, 39.200 encuentros entre altos cargos y 7.200 entidades.",Hace 1 día,EL PAÍS,https://elpais.com/espana/catalunya/2024-10-20/unio-de-pagesos-el-lobby-mas-activo-ante-la-generalitat.html
source,2,El mejor once de los últimos diez años de la Premier League,"Desde su llegada de la mano de Sir Alex Ferguson, se convirtió en un 
futbolista imprescindible para todos los entrenadores en los 'red devils'.",Hace 1 día,Diario AS,https://as.com/futbol/fotorrelato/el-mejor-once-de-los-ultimos-diez-anos-de-la-premier-league-f/
source,3,"En su reconversión, las marcas de superdeportivos ya no fabrican solo 
coches: ahora construyen edificios...","Si en algún momento jugaste a 'Gran Turismo 3', seguramente el Pagani Zonda 
C12S sea uno de tus coches fetiche. También, controlar un Pagani en un...",hace 18 horas,Xataka,https://www.xataka.com/ingenieria-y-megaconstrucciones/su-reconversion-marcas-superdeportivos-no-fabrican-solo-coches-ahora-construyen-edificios-lujo
source,4,"Conozca a la nueva familia Kindle, incluido el primer Kindle a color","Nuestra línea de lectores electrónicos también cuenta con un renovado 
Kindle Scribe y el Kindle Paperwhite más rápido hasta ahora.",Hace 5 días,www.aboutamazon.com,https://www.aboutamazon.com/news/devices/kindle-color-scribe-paperwhite-entrada
source,5,"En Madrid, el lujo es exclusivo o no funciona","Mad Gourmets, principal inquilino del 'food hall' de Galerías Canalejas, se 
ha declarado en concurso de acreedores tras multiplicar sus pérdidas.",Hace 2 días,EL PAÍS,https://elpais.com/espana/madrid/2024-10-19/en-madrid-el-lujo-es-exclusivo-o-no-funciona.html
source,6,"A este usuario no le convencían las DSLR tradicionales. Así que se hizo una 
para él y ha publicado el...","Para qué me voy a comprar una cámara DSLR si me puedo hacer la mía propia? 
No es una pregunta que la mayoría de los mortales nos planteemos, pero es 
justo...",Hace 1 día,Xataka,https://www.xataka.com/fotografia-y-video/a-este-usuario-no-le-convencian-dslr-tradicionales-asi-que-se-hizo-para-ha-publicado-proyecto-como-open-source
source,7,"El futuro de la Copa del América en Barcelona: un ‘moltes gràcies’ y muchas 
incógnitas","El campeón neozelandés alaba la predisposición de las administraciones 
catalanas, pero el Ayuntamiento quiere cambiar las condiciones para seguir 
siendo...",Hace 1 día,EL PAÍS,https://elpais.com/espana/catalunya/2024-10-20/el-futuro-de-la-copa-del-america-en-barcelona-un-moltes-gracies-y-muchas-incognitas.html
source,8,"Alguien ha abierto la tumba de un gladiador romano. No había gladiador, 
pero sí otras 12 personas dentro","Las tumbas son, posiblemente, uno de los tesoros más importantes de nuestra 
historia. Son cápsulas del tiempo que nos permiten averiguar cómo era la 
vida...",hace 16 horas,Xataka,https://www.xataka.com/investigacion/apertura-tumba-gladiador-romano-caja-sorpresas-no-habia-gladiador-otras-12-personas-dentro
source,9,El éxito del ‘reframe’ de Ayuso,"A cada problema, a cada crítica, a cada ataque, la presidenta madrileña y 
su equipo logran encontrar una manera no solo de repeler la ofensiva,...",Hace 1 día,EL PAÍS,https://elpais.com/espana/2024-10-20/el-exito-del-reframe-de-ayuso.html
source,10,"Vigo aspiraba a coronarse en la guerra por celebrar la mejor Navidad, pero 
tiene un problema: Cádiz la...","Cádiz aumenta su apuesta por el alumbrado de las fiestas hasta superar el 
gasto por cabeza de Vigo. Caballero ya presume del árbol XXL de Vigo: ""Este 
año va...",Hace 5 días,Xataka,https://www.xataka.com/magnet/comienza-loca-loca-batalla-ciudades-espanolas-luces-navidad-ciudad-ha-desbancado-a-vigo-cadiz
