query,position,title,body,posted,source,link
para,29,"La salud cognitiva, clave para una longevidad saludable en el evento de 
65YMÁS","El pasado 18 de octubre de 2024, se llevó a cabo la jornada “Envejecimiento 
activo, clave contra la soledad no deseada”, organizada por...",hace 1 minuto,SEGG,https://www.segg.es/actualidad-segg/2024/10/21/la-salud-cognitiva-clave-para-una-longevidad-saludable-en-el-evento-de-65ymas
para,30,"‘Podcast’ | Regina Jardim, una sola mujer para contar miles de feminicidios 
en Brasil","Una profesora jubilada ha creado un memorial de mujeres asesinadas por su 
parejas o ex parejas. Desde 2007 lleva recopilados más de 20.000...",hace 5 horas,EL PAÍS,https://elpais.com/podcasts/hoy-en-el-pais/2024-10-21/podcast-regina-jardim-una-sola-mujer-para-contar-miles-de-feminicidios-en-brasil.html
para,31,"La Diputación de Castellón abre el plazo para las becas de estudiantes del 
programa ‘UNED Sénior’ y la Univers","La institución provincial lanza la convocatoria de 151 becas por un importe 
de 23.000 euros, siendo 15.000 euros para la Universidad para...",hace 1 hora,Onda Cero,https://www.ondacero.es/emisoras/comunidad-valenciana/castellon/noticias/diputacion-castellon-abre-plazo-becas-estudiantes-programa-uned-senior-universidad-mayores-uji_202410216715fec9e2e54f00018774e1.html
para,32,A Ucrania le faltan soldados para frenar a Rusia,"Los militares ucranios en el frente de Kurájove aseguran que el número de 
tropas se ha reducido drásticamente, un contratiempo peor que la...",hace 5 horas,EL PAÍS,https://elpais.com/internacional/2024-10-21/a-ucrania-le-faltan-soldados-para-frenar-a-rusia.html
para,33,Simas más profundas en las izquierdas que en las derechas para confluir,"Gélida respuesta a la propuesta de unidad de IU, mientras emerge la 
hipótesis de una moción de censura contra Sánchez apoyada por PP,...",hace 5 horas,EL PAÍS,https://elpais.com/espana/2024-10-21/simas-mas-profundas-en-las-izquierdas-que-en-las-derechas-para-confluir.html
para,34,Talgo se abre a negociar con Sidenor para su venta total o parcial,"Talgo confirma conversaciones con Sidenor para la adquisición de un 
porcentaje significativo de su capital social o de su totalidad.",hace 1 hora,RTVE.es,https://www.rtve.es/noticias/20241021/talgo-abre-negociaciones-con-sidenor-para-adquisicion-parte-total-su-capital-social/16295993.shtml
para,35,"Abierto plazo de inscripciones para una nueva edicion del Taller de 
Bienestar Social dirigido a personas mayores de 55 años","Se impartirá en el Hogar del Pensionista por Alexandra Leal a partir del 
próximo 24 de octubre, los jueves de 17:00h a 18:00h. Inscripciones en el 
mismo...",hace 7 minutos,Ayuntamiento de Gelves,https://www.gelves.es/es/actualidad/noticias/Abierto-plazo-de-inscripciones-para-una-nueva-edicion-del-Taller-de-Bienestar-Social-dirigido-a-personas-mayores-de-55-anos/?urlBack=/es/index.html
para,36,"Andalucía destinará en su presupuesto de 2025 casi 6.700 millones para el 
tejido productivo","La consejera de Economía, Hacienda y Fondos Europeos de la Junta de 
Andalucía, Carolina España, anuncia que los Presupuestos autonómicos ...",hace 51 minutos,El Economista,https://www.eleconomista.es/economia/noticias/13042723/10/24/andalucia-destinara-en-su-presupuesto-de-2025-casi-6700-millones-para-el-tejido-productivo.html
para,37,"Isabel Rodríguez comparece en el Congreso para rendir cuentas por la crisis 
de la vivienda","La ministra de Vivienda y Agenda Urbana, Isabel Rodríguez, comparecerá el 
próximo miércoles 23 de octubre en el Pleno del Congreso para...",hace 2 horas,Idealista,https://www.idealista.com/news/inmobiliario/vivienda/2024/10/21/820650-isabel-rodriguez-comparece-en-el-congreso-para-rendir-cuentas-por-la-crisis-de-la
para,38,"Marketing Digital: Vender en internet y redes sociales, claves para 
emprender y encontrar clientes.","Formación acreditada. Convoca: Fundación Acción contra el hambre. 
Participantes: Dirigido a Jóvenes entre 18 y 35 años.",hace 34 minutos,Gobierno del Principado de Asturias,https://juventud.asturias.es/-/marketing-digital-vender-en-internet-y-redes-sociales-claves-para-emprender-y-encontrar-clientes.%C2%A0
para,39,Los cortes de pelo para hombre que más se llevan este otoño,"Un repaso a las tendencias para que puedas elegir tu peinado con el que 
triunfar en los próximos meses.",hace 2 horas,ABC,https://www.abc.es/summum/estilo/belleza/cortes-pelo-hombre-llevan-otono-20241021082854-nt.html
para,40,"Para en una gasolinera y acaba con su Ferrari F430 calcinado: más que un 
día para olvidar","Un Ferrari F430 se quemó por completo y destruyó parte de una gasolinera 
durante una parada para repostar combustible en Tennessee el jueves...",hace 36 minutos,Car and Driver,https://www.caranddriver.com/es/coches/planeta-motor/a62593293/ferrari-f430-fuego-gasolinera/
para,41,"Talgo inicia conversaciones con Sidenor para negociar su entrada total o 
parcial","El consejo de administración de Talgo da un paso adelante y se pone en 
marcha para negociar la posible entrada, parcial o incluso total,...",hace 2 horas,Cinco Días,https://cincodias.elpais.com/companias/2024-10-21/talgo-inicia-conversaciones-con-sidenor-para-negociar-su-entrada-total-o-parcial.html
para,42,"Reactores nucleares de bolsillo para alimentar los centros de datos, la 
solución que estudia EE.UU.",En Washington ya se han desplegado maquetas de plantas nucleares portátiles.,hace 6 horas,ABC,https://www.abc.es/tecnologia/reactores-nucleares-bolsillo-alimentar-centros-datos-solucion-20241020132817-nt.html
para,43,"Recuperan plástico de la Gran mancha de basura del Pacífico para fabricar 
coches","El nuevo accesorio del EV3 pone de relieve la colaboración de Kia con The 
Ocean Cleanup.",hace 24 minutos,ABC,https://www.abc.es/motor/motoreco/recuperan-plastico-gran-mancha-basura-pacifico-fabricar-20241021100500-nt.html
para,44,Airbags para la Guardia Civil de Tráfico,"Grande-Marlaska, Ministro de Interior, entrega los nuevos chalecos Airbag a 
la la Guardia Civil de Tráfico.",hace 2 horas,Coches.net,https://www.coches.net/noticias/grande-marlaska-entrega-airbag-guardia-civil
para,45,"Talgo decide iniciar negociaciones con Sidenor para «una posible 
transacción» tras evaluar su propuesta","Esto podría implicar la adquisición de parte del capital social de la 
empresa o de su totalidad, según ha comunicado el fabricante de...",hace 2 horas,ABC,https://www.abc.es/economia/talgo-decide-iniciar-negociaciones-sidenor-posible-transaccion-20241021083631-nt.html
para,46,"Entradas para la gira de despedida de Joaquín Sabina: dónde y cuándo 
comprar los tickets para los conciertos","El legendario cantautor Joaquín Sabina ha anunciado su retiro definitivo de 
los escenarios con una emotiva gira de despedida titulada Hola y...",hace 39 minutos,LOS40,https://los40.com/2024/10/21/entradas-para-la-gira-de-despedida-de-joaquin-sabina-donde-y-cuando-comprar-los-tickets-para-los-conciertos/
para,47,"Las renovables afrontan una ola de financiación de 17.000 M para cumplir 
con el plan del Gobierno","Los proyectos de energía verde tienen prisa por cumplir con los plazos 
administrativos. Sus necesidades de financiación son inmediatas y el...",hace 5 horas,El Confidencial,https://www.elconfidencial.com/empresas/2024-10-21/las-renovables-afrontan-una-ola-de-financiacion-de-17-000-millones-para-cumplir-con-el-plan-del-gobierno_3986091/
para,48,"9 vestidos de Zara ideales para Halloween, pero que te podrás seguir 
poniendo después","No sabes qué ponerte en Halloween? En Zara encontrarás una serie de 
vestidos que funcionan como disfraz para el 31 de octubre y que podrás...",hace 2 horas,El Mundo,https://www.elmundo.es/yodona/moda/2024/10/21/670615f2e85ece72128b4597.html
para,49,"Movimiento sorpresa de Pablo Motos con invitados inesperados en 'El 
Hormiguero' para coger desprevenido a Broncano en 'La Revuelta'","Pablo Motos comienza la semana con cuatro nuevos invitados para competir 
con David Broncano en la batalla que uno y otro mantienen en el ...",hace 2 horas,El Economista,https://www.eleconomista.es/informalia/television/noticias/13042677/10/24/movimiento-sorpresa-de-pablo-motos-con-invitados-inesperados-en-el-hormiguero-para-coger-desprevenido-a-broncano-en-la-revuelta.html
para,50,"Worldcoin quiere impulsar su sistema de identificación digital con un nuevo 
nombre y dispositivo de escaneo","Worldcoin, la empresa de identificación digital, pasa a denominarse World 
para representar mejor la comunidad global que aspira a crear.",hace 1 hora,Reason Why,https://www.reasonwhy.es/actualidad/worldcoin-cambia-nombre-world-nuevo-orb
para,51,"Talgo inicia conversaciones con Sidenor para negociar ""una posible 
transacción""","El consejo de administración de la constructora de ferrocarriles 'velará 
por los intereses de la Sociedad y de sus accionistas', señala en...",hace 2 horas,El Periódico,https://www.elperiodico.com/es/economia/20241021/talgo-inicia-conversaciones-sidenor-negociar-109934196
para,52,"Un edificio flexible que deja entrar la naturaleza para el Centro de Arte 
Moderno Gulbenkian, en Lisboa","La reciente ampliación de las salas y la renovación de los jardines del CAM 
dejan que la luz natural entre a raudales al interior de este...",hace 5 horas,EL PAÍS,https://elpais.com/elviajero/2024-10-21/un-edificio-flexible-que-deja-entrar-la-naturaleza-para-el-centro-de-arte-moderno-gulbenkian-en-lisboa.html
para,53,"Talgo decide iniciar negociaciones con Sidenor para ""una posible 
transacción"" tras evaluar su propue","Así lo ha decidido el consejo de administración de Talgo para analizar ""una 
posible transacción"", que podría implicar la adquisición de...",hace 2 horas,LaSexta,https://www.lasexta.com/noticias/economia/talgo-decide-iniciar-negociaciones-sidenor-posible-transaccion-evaluar-propuesta_202410216715f8f6596dfb0001cb721b.html
para,54,"18.000 afectados, 32 cancelaciones y sin fecha para solventar el caos","El descarrilamiento de un tren de Renfe en el túnel Atocha-Chamartín vuelve 
a congestionar las estaciones españolas.",hace 6 horas,ABC,https://www.abc.es/economia/18000-afectados-cancelaciones-fecha-solventar-caos-20241021213521-nt.html
para,55,"BBVA pone el foco en Turquía, EEUU y Reino Unido para potenciar su banca de 
inversión","El banco se refuerza en los tres países y mejora sus capacidades en el 
mercado turco para impulsar el negocio.",hace 11 horas,Expansión,https://www.expansion.com/empresas/banca/2024/10/20/66e8233fe5fdeab2038b4586.html
para,56,Los 8 zapatos de Parfois imprescindibles para este otoño,"Si buscas zapatos de cara a este otoño 2024, en Parfois encontrarás diseños 
que son imprescindibles para esta temporada.",hace 2 horas,El Mundo,https://www.elmundo.es/yodona/moda/2024/10/21/6707dd2321efa0a3568b4596.html
para,57,"El sencillo truco para mejorar la comunicación con tu gato, según un estudio","Esta técnica no solo ayuda a generar una conexión más profunda con los 
felinos, sino que también facilita que los gatos se sientan más...",hace 2 horas,El Confidencial,https://www.elconfidencial.com/alma-corazon-vida/2024-10-21/sencillo-truco-mejorar-comunicacion-gato-estudio-1qrt_3986342/
para,58,El Numancia araña un punto en Salamanca para seguir líder,"Media el Numancia su capacidad de liderazgo en su visita a un histórico 
como el Helmántico y lo cierto es que los sorianos no pudiero...",hace 7 horas,C.D. Numancia,https://cdnumancia.com/el-numancia-arana-un-punto-en-salamanca-para-seguir-lider/
para,59,"En licitación el suministro de mobiliario urbano para el proyecto 
Baza-Comercio y Turismo 2.0","Ya se encuentra publicado en la Plataforma de Contratación del Sector 
Público el anuncio de licitación que rige la contratación del...",hace 25 minutos,Excmo. Ayuntamiento de Baza,https://ayuntamientodebaza.es/2024/10/21/21471/
para,60,"Las entradas para los conciertos de Joaquín Sabina en el festival Noches de 
la Maestranza salen a la venta este lunes","Sevilla. Joaquín Sabina dirá de forma definitiva adiós a los escenarios y 
uno de los lugares elegidos para esta cita histórica dentro de su...",hace 1 hora,Cadena SER,https://cadenaser.com/andalucia/2024/10/21/las-entradas-para-los-conciertos-de-joaquin-sabina-en-el-festival-noches-de-la-maestranza-salen-a-la-venta-este-lunes-radio-sevilla/
para,61,"Kaley Cuoco, lista para retomar el papel de Penny de 'The Big Bang Theory'","A Kaley Cuoco no le falta trabajo. Se encuentra en plena promoción de 
Basado en una historia real, su comedia negra donde graba un podcast...",hace 1 hora,La Vanguardia,https://www.lavanguardia.com/series/20241021/10037730/kaley-cuoco-dispuesta-interpretar-penny-the-big-bang-theory.html
para,62,"AEDAS Homes lanza un concurso de arte mural en Alicante para poner en valor 
los refugios antiaéreos de la G...","El jurado del certamen seleccionará un ganador que recibirá un premio de 
8.000 euros y que incluirá la ejecución de la obra por parte del...",hace 24 minutos,ABC,https://www.abc.es/espana/comunidad-valenciana/aedas-homes-lanza-concurso-arte-mural-alicante-20241021100451-nt.html
para,63,"Tienes muy pocos días para verla: se va de Prime Video esta película con 3 
Goyas que es una de las mejores del cine español","Tras varios meses en el catálogo de la plataforma, esta famosa película de 
Javier Fesser dejará de estar disponible para los suscriptores de...",hace 2 horas,El Confidencial,https://www.elconfidencial.com/cultura/2024-10-21/1qrt-tienes-pocos-dias-verla-prime-video-pelicula-espanola-3-goyas-considerada-una-mejores_3987239/
para,64,El alférez ruso que cruzó las líneas para luchar con Ucrania,"La guerra de Erik comenzó ante un escritorio. Delante de él estaba sentado 
el jefe militar de su provincia. Tenía un documento bajo su mano...",hace 9 horas,El Mundo,https://www.elmundo.es/internacional/2024/10/21/671254ddfdddffb61f8b4571.html
para,65,"Los dos tipos de literatura para Antonio Martínez Asensio: ""Toda lectura es 
lícita, hay que encontrar nuestro propio camino""","Clara Sánchez presenta su novela 'Los pecados de Marisa Salas' en 'Un libro 
una hora', la gira con motivo del centenario de la SER que llega...",hace 47 minutos,Cadena SER,https://cadenaser.com/nacional/centenario/2024/10/21/los-dos-tipos-de-literatura-para-antonio-martinez-asensio-toda-lectura-es-licita-hay-que-encontrar-nuestro-propio-camino-cadena-ser/
para,66,"La ruta de Cervezas Alhambra para ‘Saborear sin Prisa’ la ciudad de Granada 
hasta el 3 de noviembre","Por segundo año consecutivo, además de gastronomía, la ruta incluye planes 
culturales, artísticos y visitas a tiendas de productores...",hace 1 hora,Cadena SER,https://cadenaser.com/andalucia/2024/10/21/la-ruta-de-cervezas-alhambra-para-saborear-sin-prisa-la-ciudad-de-granada-hasta-el-3-de-noviembre-radio-granada/
para,67,"Antonio Sanz: ""O damos el salto hacia la vida digital ahora o habrá una 
brecha insoportable para nuestra sociedad""","La Junta ha elaborado la Ley Andalucía Digital con el objetivo de 
garantizar el acceso universal a la vida digital mediante centros...",hace 3 horas,Diario de Sevilla,https://www.diariodesevilla.es/andalucia/antonio-sanz-damos-salto-vida_0_2002605703.html
para,68,"¿Hay que vacunarse para ir a la Selva Negra? ¿Se puede dormir en un tifón? 
las respuestas, cada semana en el consultorio de Sara Drama","La cómica y diseñadora de viajes nos resuelve cada semana las preguntas que 
le llegan sobre viajes de todo el mundo.",hace 1 hora,Cadena SER,https://cadenaser.com/castillalamancha/2024/10/21/hay-que-vacunarse-para-ir-a-la-selva-negra-se-puede-dormir-en-un-tifon-las-respuestas-cada-semana-en-el-consultorio-de-sara-drama-ser-toledo/
para,69,"Talgo abre negociaciones con Sidenor para una entrada en el capital o la 
compra del 100%","El consejo de administración de Talgo ha comunicado a la CNMV que velará en 
todo momento por los intereses de la sociedad y de sus...",hace 1 hora,Cadena SER,https://cadenaser.com/nacional/2024/10/21/talgo-abre-negociaciones-con-sidenor-para-una-entrada-en-el-capital-o-la-compra-del-100-cadena-ser/
para,70,"La jugarreta de edad de Portugal a España para ganar a toda costa en la RE 
Supercup","Este domingo se disputaba la última jornada de la liga europea de 
franquicias, la RE Supercup, echando el cierre a la competición en la que...",hace 3 horas,Relevo,https://www.relevo.com/rugby/iberians-lusitanos-portugal-intento-reir-20241021025648-nt.html
para,71,"La vida personal de Ángeles Blanco: su matrimonio con Vicente Vallés y las 
dificultades para criar a su hij...","La presentadora de Informativos Telecinco mantiene una consolidada relación 
de más de 25 años con su compañero de profesión,...",hace 51 minutos,ABC,https://www.abc.es/gente/vida-personal-angeles-blanco-matrimonio-vicente-valles-20241021093811-nt.html
para,72,"Empate técnico en el referéndum de Moldavia para su adhesión a la UE con el 
98% del escrutinio","El referéndum se ha celebrado coincidiendo con las elecciones 
presidenciales, en las que la actual mandataria Maia Sandu ha sido la 
primera...",hace 2 horas,Cadena SER,https://cadenaser.com/nacional/2024/10/21/empate-tecnico-en-el-referendum-de-moldavia-para-su-adhesion-a-la-ue-con-el-98-del-escrutinio-cadena-ser/
para,73,"Iglesias anima a la izquierda a unirse ""para doblar el brazo a Pedro 
Sánchez""","Iglesias ha animado a los militantes de izquierdas a ""acumular poder"", 
porque solo con poder ""se logran objetivos"".",hace 16 horas,Onda Cero,https://www.ondacero.es/noticias/espana/iglesias-anima-izquierda-unirse-doblar-brazo-pedro-sanchez_2024102067152d4e596dfb0001caf155.html
para,74,La ecotasa debería multiplicarse por 5 para detener el aumento de turistas,"El proyecto de ley del impuesto incorporaba el informe sobre su impacto 
económico con la conclusión de que no sirve para regular los flujos...",hace 37 minutos,El Periódico,https://www.elperiodico.com/es/economia/20241021/ecotasa-deberia-multiplicarse-5-detener-109935838
para,75,"El Supremo pide el indulto parcial para una mujer condenada a prisión 
permanente revisable por asesinar a su hijo recién nacido","La sala de lo penal, en una sentencia de la que ha sido ponente el 
magistrado Pablo Llarena, tiene en cuenta que la acusada tomó los...",hace 3 horas,Cadena SER,https://cadenaser.com/nacional/2024/10/21/el-supremo-pide-el-indulto-parcial-para-una-mujer-condenada-a-prision-permanente-revisable-por-asesinar-a-su-hijo-recien-nacido-cadena-ser/
para,76,El Govern constituye un grupo de expertos para la financiación singular,"El que fuera secretario general de Economia con el tripartido, Martí 
Carnicer, dirigirá el programa para aplicar el nuevo modelo y...",hace 54 minutos,El Periódico,https://www.elperiodico.com/es/economia/20241021/govern-constituye-grupo-expertos-financiacion-109934070
para,77,"Guía práctica para los viajeros afectados por la suspensión de trenes: qué 
pueden reclamar","El descarrilamiento, el sábado, de un tren sin pasajeros en un túnel entre 
las estaciones de Atocha y Chamartín, en Madrid, ha provocado...",hace 14 horas,El Mundo,https://www.elmundo.es/economia/ahorro-y-consumo/2024/10/20/6714d8e9e4d4d866198b4573.html
para,78,"Residuos agrícolas como solución verde: cáscaras de pistacho, almendra y 
nuez para capturar CO₂","Los cultivos de frutos secos, cada más extendidos a escala global, generan 
grandes cantidades de residuos que pueden ser aprovechados para...",hace 11 horas,The Conversation,https://theconversation.com/residuos-agricolas-como-solucion-verde-cascaras-de-pistacho-almendra-y-nuez-para-capturar-co-240032
para,79,"La Interpol necesita tu ayuda para resolver el caso de 'la mujer del anillo 
en forma de búho'","La policía internacional no ha logrado descubrir la identidad de esta 
persona, y pide colaboración ciudadana.",hace 14 horas,La Razón,https://www.larazon.es/sociedad/interpol-necesita-ayuda-resolver-caso-mujer-anillo-forma-buho_2024102067154fb9e2e54f0001870789.html
