query,position,title,body,posted,source,link
España,17,"España recibió 10,6 millones de pasajeros aéreos en septiembre, un 10% más","El 55,7% provino de dentro de la Unión Europea (+9,9%), mientras que el 
flujo procedente del resto del mundo supuso el 44,3% restante (+10...",hace 5 horas,Nexotur,https://www.nexotur.com/noticia/124759/nexotur/espana-recibio-106-millones-de-pasajeros-aereos-en-septiembre-un-10-mas.html
España,18,"Se convocan los Premios Rey de España de Periodismo 2025 que conceden EFE y 
la AECID","La Agencia EFE y la Secretaría de Estado de Cooperación Internacional 
convocan este lunes los Premios Internacionales Rey de España de...",hace 3 horas,Agencia EFE,https://efe.com/cultura/2024-10-21/convocan-premios-rey-espana-periodismo-2025-efe-aecid/
España,19,La Supercopa de España se disputará en Yeda,"Real Madrid, Athletic Club, FC Barcelona y RCD Mallorca pelearán por el 
título en el estadio King Abdullah, con capacidad para más de 60.000...",Hace 2 días,RFEF,https://rfef.es/es/noticias/la-supercopa-de-espana-se-disputara-en-yeda
España,20,Las mejores imágenes del Campeonato de España de surf disputado en A Coruña,"La prueba se celebró durante el fin de semana en la playa del Matadero y 
coronó a Andy Criere y Lucía Machado como campeones.",hace 6 horas,La Voz de Galicia,https://www.lavozdegalicia.es/album/deportes/2024/10/20/mejores-imagenes-campeonato-espana-surf/01101729444234019572335.htm
España,21,"Los pasaportes más poderosos del planeta: España cae del primer puesto por 
este país","Singapur pasa a ocupar la primera plaza que ocupaba anteriormente nuestro 
país. España, en cambio, queda en segundo lugar junto con Francia,...",hace 4 horas,Diario AS,https://as.com/actualidad/sociedad/los-pasaportes-mas-poderosos-del-planeta-espana-cae-del-primer-puesto-por-este-pais-n/
España,22,Vodafone España puede romper con Vantage Towers en noviembre de 2028,"Vodafone España, la teleco controlada por Zegona, puede romper por completo 
su relación con su proveedor de torres Vantage Towers en...",hace 12 horas,Expansión,https://www.expansion.com/empresas/tecnologia/2024/10/20/67151e74e5fdead8538b458b.html
España,23,"España, a la cola en calefacción limpia en Europa por «políticas 
obsoletas», según un informe","La calefacción y también la refrigeración son responsables entre el 10 y el 
12% de las emisiones globales de CO2.",hace 57 minutos,ABC,https://www.abc.es/antropia/espana-cola-calefaccion-limpia-europa-politicas-obsoletas-20241021102309-nt.html
España,24,«La independencia de EE.UU. no habría sido posible sin España»,"Expertos estadounidenses destacan en una conferencia en San Luis (Misuri) 
la indispensable contribución española en la guerra de las...",hace 3 horas,ABC,https://www.abc.es/historia/independencia-eeuu-posible-espana-20241021083936-nt.html
España,25,"Éxito del Campeonato de España del Caballo Árabe en Caballerizas Reales de 
Córdoba","Las instalaciones de Caballerizas Reales han sido escenario del Campeonato 
de España de Caballos Árabes gracias al acuerdo alcanzado entre...",hace 2 horas,Onda Cero,https://www.ondacero.es/emisoras/andalucia/cordoba/noticias/exito-campeonato-espana-caballo-arabe-caballerizas-reales-cordoba_20241021671606feafcb530001bd1760.html
España,26,"Este es uno de los apellidos más curiosos de España: sólo lo tienen 106 
personas","Esta denominación está presente sobre todo en Cataluña pero también se ve 
fuera de España. Un experto en divorcios explica el rasgo común...",hace 5 horas,ABC,https://www.abc.es/recreo/apellidos-curiosos-espana-solo-106-personas-20241021163655-nt.html
España,27,Barcelona 5 - sevilla 1: El Barça no tiene rival en España,Goleada azulgrana ante el Sevilla en el regreso de Gavi un año después.,hace 12 horas,ABC,https://www.abc.es/deportes/futbol/barca-rival-espana-20241020231009-nt.html
España,28,"La Escuela de Sostenibilidad de la Universidad Europea, primer centro en 
España para formar a los líderes d...","Un lugar donde la educación y la industria se unen para convertir a la 
pionera escuela en el punto de referencia de las empresas líderes en...",hace 1 hora,ABC,https://www.abc.es/natural/escuela-sostenibilidad-universidad-europea-primer-centro-espana-20241021101036-nt.html
España,29,Los cuellos de botella en la oferta de vivienda en España,"En una reciente comida con economistas, organizada por la revista Andalucía 
Inmobiliaria, tuve la oportunidad de discutir sobre el contexto...",hace 6 horas,Cinco Días,https://cincodias.elpais.com/economia/2024-10-21/los-cuellos-de-botella-en-la-oferta-de-vivienda-en-espana.html
España,30,"idealista/data presenta el primer estudio inmobiliario centrado en las 
zonas más despobladas de España","El pasado sábado, el equipo de idealista/data presentó el primer estudio 
del mercado inmobiliario de Cuenca, Soria y Teruel en la feria...",hace 2 horas,Idealista,https://www.idealista.com/news/inmobiliario/vivienda/2024/10/21/820589-idealista-data-presenta-el-primer-estudio-inmobiliario-centrado-en-las-zonas-mas
España,31,Mipcom 2024 abre sus puertas con España como país de honor,"La 40ª edición de Mipcom Cannes da comienzo para celebrar el legado e 
influencia de España en el audiovisual mundial como país de honor.",hace 35 minutos,Panorama Audiovisual,https://www.panoramaaudiovisual.com/2024/10/21/mipcom-2024-abre-puertas-espana-pais-honor/
España,32,España – Serbia: Primera oportunidad de asegurar el billete a cuartos,"La campeona de Europa afronta, en el Nuevo Arcángel de Córdoba, un duelo 
clave con el premio de asegurar su presencia en los cuartos de...",Hace 6 días,RFEF,https://rfef.es/es/noticias/espana-serbia-primera-oportunidad-de-asegurar-el-billete-cuartos
España,33,"Energías renovables: una tendencia global y una oportunidad de inversión en 
España","El mercado energético global atraviesa una transformación histórica 
impulsada por la creciente adopción de energías renovables y el ...",hace 4 horas,El Economista,https://www.eleconomista.es/branded-content/noticias/13024661/10/24/energias-renovables-una-tendencia-global-y-una-oportunidad-de-inversion-en-espana.html
